,metric,sample,value,cell_type_level,cell_type,hierarchy
14,f1score,NL09,0.6276243093922652,cell_type_level_2,Non-classical monocyte,final_gate_1
0,precision,NL01,0.8125,cell_type_level_2,Non-classical monocyte,final_gate_2
1,precision,NL03,0.9400630914826499,cell_type_level_2,Non-classical monocyte,final_gate_2
2,precision,NL05,0.9285714285714286,cell_type_level_2,Non-classical monocyte,final_gate_2
3,precision,NL07,0.8947368421052632,cell_type_level_2,Non-classical monocyte,final_gate_2
4,precision,NL09,0.9784172661870504,cell_type_level_2,Non-classical monocyte,final_gate_2
5,recall,NL01,0.7255813953488373,cell_type_level_2,Non-classical monocyte,final_gate_2
6,recall,NL03,0.7250608272506083,cell_type_level_2,Non-classical monocyte,final_gate_2
7,recall,NL05,0.6332378223495702,cell_type_level_2,Non-classical monocyte,final_gate_2
8,recall,NL07,0.7555555555555555,cell_type_level_2,Non-classical monocyte,final_gate_2
9,recall,NL09,0.7391304347826086,cell_type_level_2,Non-classical monocyte,final_gate_2
10,f1score,NL01,0.7665847665847665,cell_type_level_2,Non-classical monocyte,final_gate_2
11,f1score,NL03,0.8186813186813187,cell_type_level_2,Non-classical monocyte,final_gate_2
12,f1score,NL05,0.7529812606473594,cell_type_level_2,Non-classical monocyte,final_gate_2
13,f1score,NL07,0.8192771084337349,cell_type_level_2,Non-classical monocyte,final_gate_2
14,f1score,NL09,0.8421052631578948,cell_type_level_2,Non-classical monocyte,final_gate_2
0,precision,NL01,0.9226190476190477,cell_type_level_2,Non-classical monocyte,final_gate_3
1,precision,NL03,0.9478827361563518,cell_type_level_2,Non-classical monocyte,final_gate_3
2,precision,NL05,0.9690265486725663,cell_type_level_2,Non-classical monocyte,final_gate_3
3,precision,NL07,0.918918918918919,cell_type_level_2,Non-classical monocyte,final_gate_3
4,precision,NL09,0.9926470588235294,cell_type_level_2,Non-classical monocyte,final_gate_3
5,recall,NL01,0.7209302325581395,cell_type_level_2,Non-classical monocyte,final_gate_3
6,recall,NL03,0.708029197080292,cell_type_level_2,Non-classical monocyte,final_gate_3
7,recall,NL05,0.6275071633237822,cell_type_level_2,Non-classical monocyte,final_gate_3
8,recall,NL07,0.7555555555555555,cell_type_level_2,Non-classical monocyte,final_gate_3
9,recall,NL09,0.7336956521739131,cell_type_level_2,Non-classical monocyte,final_gate_3
10,f1score,NL01,0.8093994778067884,cell_type_level_2,Non-classical monocyte,final_gate_3
11,f1score,NL03,0.8105849582172703,cell_type_level_2,Non-classical monocyte,final_gate_3
12,f1score,NL05,0.7617391304347825,cell_type_level_2,Non-classical monocyte,final_gate_3
13,f1score,NL07,0.8292682926829269,cell_type_level_2,Non-classical monocyte,final_gate_3
14,f1score,NL09,0.8437500000000001,cell_type_level_2,Non-classical monocyte,final_gate_3
0,precision,NL01,0.9226190476190477,cell_type_level_2,Non-classical monocyte,final_gate_4
1,precision,NL03,0.946843853820598,cell_type_level_2,Non-classical monocyte,final_gate_4
2,precision,NL05,0.9683257918552036,cell_type_level_2,Non-classical monocyte,final_gate_4
3,precision,NL07,0.9166666666666666,cell_type_level_2,Non-classical monocyte,final_gate_4
4,precision,NL09,0.9919678714859438,cell_type_level_2,Non-classical monocyte,final_gate_4
5,recall,NL01,0.7209302325581395,cell_type_level_2,Non-classical monocyte,final_gate_4
6,recall,NL03,0.6934306569343066,cell_type_level_2,Non-classical monocyte,final_gate_4
7,recall,NL05,0.6131805157593123,cell_type_level_2,Non-classical monocyte,final_gate_4
8,recall,NL07,0.7333333333333333,cell_type_level_2,Non-classical monocyte,final_gate_4
9,recall,NL09,0.6711956521739131,cell_type_level_2,Non-classical monocyte,final_gate_4
10,f1score,NL01,0.8093994778067884,cell_type_level_2,Non-classical monocyte,final_gate_4
11,f1score,NL03,0.800561797752809,cell_type_level_2,Non-classical monocyte,final_gate_4
12,f1score,NL05,0.7508771929824561,cell_type_level_2,Non-classical monocyte,final_gate_4
13,f1score,NL07,0.8148148148148148,cell_type_level_2,Non-classical monocyte,final_gate_4
14,f1score,NL09,0.8006482982171801,cell_type_level_2,Non-classical monocyte,final_gate_4
0,precision,NL01,0.927710843373494,cell_type_level_2,Non-classical monocyte,final_gate_5
1,precision,NL03,0.9628378378378378,cell_type_level_2,Non-classical monocyte,final_gate_5
2,precision,NL05,0.9681818181818181,cell_type_level_2,Non-classical monocyte,final_gate_5
3,precision,NL07,0.9428571428571428,cell_type_level_2,Non-classical monocyte,final_gate_5
4,precision,NL09,0.9959677419354839,cell_type_level_2,Non-classical monocyte,final_gate_5
5,recall,NL01,0.7162790697674418,cell_type_level_2,Non-classical monocyte,final_gate_5
6,recall,NL03,0.6934306569343066,cell_type_level_2,Non-classical monocyte,final_gate_5
7,recall,NL05,0.6103151862464183,cell_type_level_2,Non-classical monocyte,final_gate_5
8,recall,NL07,0.7333333333333333,cell_type_level_2,Non-classical monocyte,final_gate_5
9,recall,NL09,0.6711956521739131,cell_type_level_2,Non-classical monocyte,final_gate_5
10,f1score,NL01,0.8083989501312335,cell_type_level_2,Non-classical monocyte,final_gate_5
11,f1score,NL03,0.8062234794908063,cell_type_level_2,Non-classical monocyte,final_gate_5
12,f1score,NL05,0.7486818980667839,cell_type_level_2,Non-classical monocyte,final_gate_5
13,f1score,NL07,0.8250000000000001,cell_type_level_2,Non-classical monocyte,final_gate_5
14,f1score,NL09,0.801948051948052,cell_type_level_2,Non-classical monocyte,final_gate_5
